itemid,name,quality,tips1,tips2,icon,flash,model,dropModel,droptime,dropMinLev,dropMaxLev,itemtype,level,cslevel,cls,buffertype,bufferparam,uselv,interval,timeout,sell,price,dropvalue,onlyone,isdelete,bind,overlying,durable,career,sex,critRate,critical,holyAtt,pkatt,pkdef,phyAtt,phyAttMax,magicAtt,magicAttMax,taoAtt,taoAttMax,phyDef,phyDefMax,magicDef,magicDefMax,accurate,attackSpeed,dodge,hp,mp,neili,nelirec,hpper,heathRecover,magicRecover,poisonRecover,usecd,xlvalue,reinlv,effect,luck,efftype,bstype,cast,nbvalue,shenqi,autonopen,suitid,ispl,pureatk,puredef,diaoluo,flag,task,link,light,suitlevel,skilladd,fly,uniondonate,pubcd,pinfen,leixing,shuangji,boxid,groundname,log,timelimit,expadd,buffid,qhmax,zlmax,bagorder,showspecialbg,notice,xinfa,kangxing,kangxingshow,xllv,back
240702614,10转龙装,5,10转龙装,,169,0,0,169,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
1110501086,龍·皓月战袍,5,,【产出途径】普通怪物掉落、服装店购买,110501080,,1045,110501080,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,1,,,,,,67,168,0,0,0,0,316,789,316,789,0,0,0,0,0,1507,,,,,,1,,3,,,1,,2,168,,,4,0,0,0,1,0,,,,,,,742500#742500,,88,衣服,0,,1,1,,,,12,12,1000105,1,1,,,,,
1110501089,龍·荣耀战袍,5,,【产出途径】普通怪物掉落、服装店购买,110501089,,1057,110501089,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,1,,,,,,85,213,0,0,0,0,452,1130,452,1130,0,0,0,0,0,2260,,,,,,1,,5,,,1,,3,213,,,4,0,0,0,1,0,,,,,,,1215000#1215000,,89,衣服,0,,1,1,,,,12,12,1000085,1,1,,,,,
1110501092,龍·主宰战袍,5,,【产出途径】普通怪物掉落、服装店购买,110501092,,1067,110501092,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,1,,,,,,112,279,0,0,0,0,591,1476,591,1476,0,0,0,0,0,3013,,,,,,1,,7,,,1,,4,279,,,4,0,0,0,1,0,,,,,,,2430000#2430000,,90,衣服,0,,1,1,,,,12,12,1000065,1,1,,,,,
1110501095,龍·破军战袍,5,,【产出途径】普通怪物掉落、服装店购买,110501095,,1069,110501095,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,1,,,,,,129,322,0,0,0,0,705,1762,705,1762,0,0,0,0,0,3766,,,,,,1,,9,,,1,,5,322,,,4,0,0,0,1,0,,,,,,,3645000#3645000,,91,衣服,0,,1,1,,,,12,12,1000045,1,1,,,,,
1110501098,龍·盛世战袍,5,,【产出途径】普通怪物掉落、服装店购买,110501098,,1075,110501098,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,1,,,,,,140,351,0,0,0,0,769,1923,769,1923,0,0,0,0,0,4068,,,,,,1,,11,,,1,,6,351,,,4,0,0,0,1,0,,,,,,,6945000#6945000,,92,衣服,0,,1,1,,,,12,12,1000025,1,1,,,,,
1110500086,龍·皓月战衣,5,,【产出途径】普通怪物掉落、服装店购买,110500080,,1046,110500080,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,0,,,,,,67,168,0,0,0,0,316,789,316,789,0,0,0,0,0,1507,,,,,,1,,3,,,1,,2,168,,,4,0,0,0,1,0,,,,,,,742500#742500,,101,衣服,0,,1,1,,,,12,12,1000105,1,1,,,,,
1110500089,龍·荣耀战衣,5,,【产出途径】普通怪物掉落、服装店购买,110500089,,1058,110500089,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,0,,,,,,85,213,0,0,0,0,452,1130,452,1130,0,0,0,0,0,2260,,,,,,1,,5,,,1,,3,213,,,4,0,0,0,1,0,,,,,,,1215000#1215000,,102,衣服,0,,1,1,,,,12,12,1000085,1,1,,,,,
1110500092,龍·主宰战衣,5,,【产出途径】普通怪物掉落、服装店购买,110500092,,1068,110500092,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,0,,,,,,112,279,0,0,0,0,591,1476,591,1476,0,0,0,0,0,3013,,,,,,1,,7,,,1,,4,279,,,4,0,0,0,1,0,,,,,,,2430000#2430000,,103,衣服,0,,1,1,,,,12,12,1000065,1,1,,,,,
1110500095,龍·破军战衣,5,,【产出途径】普通怪物掉落、服装店购买,110500095,,1070,110500095,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,0,,,,,,129,322,0,0,0,0,705,1762,705,1762,0,0,0,0,0,3766,,,,,,1,,9,,,1,,5,322,,,4,0,0,0,1,0,,,,,,,3645000#3645000,,104,衣服,0,,1,1,,,,12,12,1000045,1,1,,,,,
1110500098,龍·盛世战衣,5,,【产出途径】普通怪物掉落、服装店购买,110500098,,1076,110500098,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,1,0,,,,,,140,351,0,0,0,0,769,1923,769,1923,0,0,0,0,0,4068,,,,,,1,,11,,,1,,6,351,,,4,0,0,0,1,0,,,,,,,6945000#6945000,,105,衣服,0,,1,1,,,,12,12,1000025,1,1,,,,,
1120501086,龍·皓月魔袍,5,,【产出途径】普通怪物掉落、服装店购买,120501080,,1049,120501080,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,1,,,,,,0,0,67,168,0,0,316,789,316,789,0,0,0,0,0,1027,,,,,,1,,3,,,1,,2,168,,,4,0,0,0,1,0,,,,,,,742500#742500,,114,衣服,0,,1,1,,,,12,12,1000105,1,1,,,,,
1120501089,龍·荣耀法袍,5,,【产出途径】普通怪物掉落、服装店购买,120501089,,1059,120501089,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,1,,,,,,0,0,85,213,0,0,452,1130,452,1130,0,0,0,0,0,1541,,,,,,1,,5,,,1,,3,213,,,4,0,0,0,1,0,,,,,,,1215000#1215000,,115,衣服,0,,1,1,,,,12,12,1000085,1,1,,,,,
1120501092,龍·主宰法袍,5,,【产出途径】普通怪物掉落、服装店购买,120501092,,1065,120501092,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,1,,,,,,0,0,112,279,0,0,591,1476,591,1476,0,0,0,0,0,2054,,,,,,1,,7,,,1,,4,279,,,4,0,0,0,1,0,,,,,,,2430000#2430000,,116,衣服,0,,1,1,,,,12,12,1000065,1,1,,,,,
1120501095,龍·破军法袍,5,,【产出途径】普通怪物掉落、服装店购买,120501095,,1073,120501095,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,1,,,,,,0,0,129,322,0,0,705,1762,705,1762,0,0,0,0,0,2568,,,,,,1,,9,,,1,,5,322,,,4,0,0,0,1,0,,,,,,,3645000#3645000,,117,衣服,0,,1,1,,,,12,12,1000045,1,1,,,,,
1120501098,龍·盛世法袍,5,,【产出途径】普通怪物掉落、服装店购买,120501098,,1079,120501098,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,1,,,,,,0,0,140,351,0,0,769,1923,769,1923,0,0,0,0,0,2773,,,,,,1,,11,,,1,,6,351,,,4,0,0,0,1,0,,,,,,,6945000#6945000,,118,衣服,0,,1,1,,,,12,12,1000025,1,1,,,,,
1120500086,龍·皓月魔衣,5,,【产出途径】普通怪物掉落、服装店购买,120500080,,1050,120500080,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,0,,,,,,0,0,67,168,0,0,316,789,316,789,0,0,0,0,0,1027,,,,,,1,,3,,,1,,2,168,,,4,0,0,0,1,0,,,,,,,742500#742500,,127,衣服,0,,1,1,,,,12,12,1000105,1,1,,,,,
1120500089,龍·荣耀法衣,5,,【产出途径】普通怪物掉落、服装店购买,120500089,,1060,120500089,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,0,,,,,,0,0,85,213,0,0,452,1130,452,1130,0,0,0,0,0,1541,,,,,,1,,5,,,1,,3,213,,,4,0,0,0,1,0,,,,,,,1215000#1215000,,128,衣服,0,,1,1,,,,12,12,1000085,1,1,,,,,
1120500092,龍·主宰法衣,5,,【产出途径】普通怪物掉落、服装店购买,120500092,,1066,120500092,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,0,,,,,,0,0,112,279,0,0,591,1476,591,1476,0,0,0,0,0,2054,,,,,,1,,7,,,1,,4,279,,,4,0,0,0,1,0,,,,,,,2430000#2430000,,129,衣服,0,,1,1,,,,12,12,1000065,1,1,,,,,
1120500095,龍·破军法衣,5,,【产出途径】普通怪物掉落、服装店购买,120500095,,1074,120500095,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,0,,,,,,0,0,129,322,0,0,705,1762,705,1762,0,0,0,0,0,2568,,,,,,1,,9,,,1,,5,322,,,4,0,0,0,1,0,,,,,,,3645000#3645000,,130,衣服,0,,1,1,,,,12,12,1000045,1,1,,,,,
1120500098,龍·盛世法衣,5,,【产出途径】普通怪物掉落、服装店购买,120500098,,1080,120500098,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,2,0,,,,,,0,0,140,351,0,0,769,1923,769,1923,0,0,0,0,0,2773,,,,,,1,,11,,,1,,6,351,,,4,0,0,0,1,0,,,,,,,6945000#6945000,,131,衣服,0,,1,1,,,,12,12,1000025,1,1,,,,,
1130501086,龍·皓月尊袍,5,,【产出途径】普通怪物掉落、服装店购买,130501080,,1047,130501080,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,1,,,,,,0,0,0,0,67,168,316,789,316,789,0,0,0,0,0,1369,,,,,,1,,3,,,1,,2,168,,,4,0,0,0,1,0,,,,,,,742500#742500,,140,衣服,0,,1,1,,,,12,12,1000105,1,1,,,,,
1130501089,龍·荣耀道袍,5,,【产出途径】普通怪物掉落、服装店购买,130501089,,1061,130501089,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,1,,,,,,0,0,0,0,85,213,452,1130,452,1130,0,0,0,0,0,2054,,,,,,1,,5,,,1,,3,213,,,4,0,0,0,1,0,,,,,,,1215000#1215000,,141,衣服,0,,1,1,,,,12,12,1000085,1,1,,,,,
1130501092,龍·主宰道袍,5,,【产出途径】普通怪物掉落、服装店购买,130501092,,1063,130501092,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,1,,,,,,0,0,0,0,112,279,591,1476,591,1476,0,0,0,0,0,2739,,,,,,1,,7,,,1,,4,279,,,4,0,0,0,1,0,,,,,,,2430000#2430000,,142,衣服,0,,1,1,,,,12,12,1000065,1,1,,,,,
1130501095,龍·破军道袍,5,,【产出途径】普通怪物掉落、服装店购买,130501095,,1071,130501095,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,1,,,,,,0,0,0,0,129,322,705,1762,705,1762,0,0,0,0,0,3424,,,,,,1,,9,,,1,,5,322,,,4,0,0,0,1,0,,,,,,,3645000#3645000,,143,衣服,0,,1,1,,,,12,12,1000045,1,1,,,,,
1130501098,龍·盛世道袍,5,,【产出途径】普通怪物掉落、服装店购买,130501098,,1077,130501098,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,1,,,,,,0,0,0,0,140,351,769,1923,769,1923,0,0,0,0,0,3698,,,,,,1,,11,,,1,,6,351,,,4,0,0,0,1,0,,,,,,,6945000#6945000,,144,衣服,0,,1,1,,,,12,12,1000025,1,1,,,,,
1130500086,龍·皓月尊衣,5,,【产出途径】普通怪物掉落、服装店购买,130500080,,1048,130500080,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,0,,,,,,0,0,0,0,67,168,316,789,316,789,0,0,0,0,0,1369,,,,,,1,,3,,,1,,2,168,,,4,0,0,0,1,0,,,,,,,742500#742500,,153,衣服,0,,1,1,,,,12,12,1000105,1,1,,,,,
1130500089,龍·荣耀道衣,5,,【产出途径】普通怪物掉落、服装店购买,130500089,,1062,130500089,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,0,,,,,,0,0,0,0,85,213,452,1130,452,1130,0,0,0,0,0,2054,,,,,,1,,5,,,1,,3,213,,,4,0,0,0,1,0,,,,,,,1215000#1215000,,154,衣服,0,,1,1,,,,12,12,1000085,1,1,,,,,
1130500092,龍·主宰道衣,5,,【产出途径】普通怪物掉落、服装店购买,130500092,,1064,130500092,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,0,,,,,,0,0,0,0,112,279,591,1476,591,1476,0,0,0,0,0,2739,,,,,,1,,7,,,1,,4,279,,,4,0,0,0,1,0,,,,,,,2430000#2430000,,155,衣服,0,,1,1,,,,12,12,1000065,1,1,,,,,
1130500095,龍·破军道衣,5,,【产出途径】普通怪物掉落、服装店购买,130500095,,1072,130500095,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,0,,,,,,0,0,0,0,129,322,705,1762,705,1762,0,0,0,0,0,3424,,,,,,1,,9,,,1,,5,322,,,4,0,0,0,1,0,,,,,,,3645000#3645000,,156,衣服,0,,1,1,,,,12,12,1000045,1,1,,,,,
1130500098,龍·盛世道衣,5,,【产出途径】普通怪物掉落、服装店购买,130500098,,1078,130500098,120000,40,35,1,80,,5,0,,0,0,,1,100,50,0,1,0,1,100,3,0,,,,,,0,0,0,0,140,351,769,1923,769,1923,0,0,0,0,0,3698,,,,,,1,,11,,,1,,6,351,,,4,0,0,0,1,0,,,,,,,6945000#6945000,,157,衣服,0,,1,1,,,,12,12,1000025,1,1,,,,,
1130102086,龍·皓月尊扇,5,,【产出途径】普通怪物掉落、服装店购买,130102083,,3062/3061,130102083,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,3,2,586,,,,,0,0,0,0,346,866,0,0,0,0,0,0,0,0,0,1674,,,,,,,,3,,,,,2,866,,,4,,,,1,0,,,,,,,1336500#1336500,,174,武器,0,,1,1,,,,12,12,1000101,1,1,,,,,
1130102089,龍·荣耀道剑,5,,【产出途径】普通怪物掉落、服装店购买,130102089,,3070/3069,130102089,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,3,2,1214,,,,,0,0,0,0,441,1103,0,0,0,0,0,0,0,0,0,2511,,,,,,,,5,,,,,3,1103,,,4,,,,1,0,,,,,,,2187000#2187000,,175,武器,0,,1,1,,,,12,12,1000081,1,1,,,,,
1130102092,龍·主宰道扇,5,,【产出途径】普通怪物掉落、服装店购买,130102092,,3080/3079,130102092,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,3,2,1765,100,,,,0,0,0,0,577,1442,0,0,0,0,0,0,0,0,0,3348,,,,,,,,7,,,,,4,1442,,,4,,,,1,0,,,,,,,3888000#3888000,,176,武器,0,,1,1,,,,12,12,1000061,1,1,,,,,
1130102095,龍·破军道扇,5,,【产出途径】普通怪物掉落、服装店购买,130102095,,3086/3085,130102095,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,3,2,2243,100,,,,0,0,0,0,665,1663,0,0,0,0,0,0,0,0,0,4184,,,,,,,,9,,,,,5,1663,,,4,,,,1,0,,,,,,,5832000#5832000,,177,武器,0,,1,1,,,,12,12,1000041,1,1,,,,,
1130102098,龍·盛世道扇,5,,【产出途径】普通怪物掉落、服装店购买,130102098,,3092/3091,130102098,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,3,2,2510,100,,,,0,0,0,0,726,1815,0,0,0,0,0,0,0,0,0,4519,,,,,,,,11,,,,,6,1815,,,4,,,,1,0,,,,,,,9720000#9720000,,178,武器,0,,1,1,,,,12,12,1000021,1,1,,,,,
1120102086,龍·皓月魔杖,5,,【产出途径】普通怪物掉落、服装店购买,120102083,,3060/3059,120102083,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,2,2,586,,,,,0,0,346,866,0,0,0,0,0,0,0,0,0,0,0,1256,,,,,,,,3,,,,,2,866,,,4,,,,1,0,,,,,,,1336500#1336500,,195,武器,0,,1,1,,,,12,12,1000101,1,1,,,,,
1120102089,龍·荣耀法杖,5,,【产出途径】普通怪物掉落、服装店购买,120102092,,3076/3075,120102092,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,2,2,1214,,,,,0,0,441,1103,0,0,0,0,0,0,0,0,0,0,0,1883,,,,,,,,5,,,,,3,1103,,,4,,,,1,0,,,,,,,2187000#2187000,,196,武器,0,,1,1,,,,12,12,1000081,1,1,,,,,
1120102092,龍·主宰法杖,5,,【产出途径】普通怪物掉落、服装店购买,120102089,,3072/3071,120102089,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,2,2,1765,100,,,,0,0,577,1442,0,0,0,0,0,0,0,0,0,0,0,2511,,,,,,,,7,,,,,4,1442,,,4,,,,1,0,,,,,,,3888000#3888000,,197,武器,0,,1,1,,,,12,12,1000061,1,1,,,,,
1120102095,龍·破军法杖,5,,【产出途径】普通怪物掉落、服装店购买,120102095,,3088/3087,120102095,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,2,2,2243,100,,,,0,0,665,1663,0,0,0,0,0,0,0,0,0,0,0,3138,,,,,,,,9,,,,,5,1663,,,4,,,,1,0,,,,,,,5832000#5832000,,198,武器,0,,1,1,,,,12,12,1000041,1,1,,,,,
1120102098,龍·盛世法杖,5,,【产出途径】普通怪物掉落、服装店购买,120102098,,3094/3093,120102098,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,2,2,2510,100,,,,0,0,726,1815,0,0,0,0,0,0,0,0,0,0,0,3390,,,,,,,,11,,,,,6,1815,,,4,,,,1,0,,,,,,,9720000#9720000,,199,武器,0,,1,1,,,,12,12,1000021,1,1,,,,,
1110102086,龍·皓月战剑,5,,【产出途径】普通怪物掉落、服装店购买,110102083,,3058/3057,110102083,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,1,2,586,,,,,346,866,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,,,,,,,,3,,,,,2,866,,,4,,,,1,0,,,,,,,1336500#1336500,,216,武器,0,,1,1,,,,12,12,1000101,1,1,,,,,
1110102089,龍·荣耀战刃,5,,【产出途径】普通怪物掉落、服装店购买,110102089,,3074/3073,110102089,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,1,2,1214,,,,,441,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,2762,,,,,,,,5,,,,,3,1103,,,4,,,,1,0,,,,,,,2187000#2187000,,217,武器,0,,1,1,,,,12,12,1000081,1,1,,,,,
1110102092,龍·主宰战刃,5,,【产出途径】普通怪物掉落、服装店购买,110102092,,3078/3077,110102092,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,1,2,1765,100,,,,577,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,3682,,,,,,,,7,,,,,4,1442,,,4,,,,1,0,,,,,,,3888000#3888000,,218,武器,0,,1,1,,,,12,12,1000061,1,1,,,,,
1110102095,龍·破军战刃,5,,【产出途径】普通怪物掉落、服装店购买,110102095,,3084/3083,110102095,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,1,2,2243,100,,,,665,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,4603,,,,,,,,9,,,,,5,1663,,,4,,,,1,0,,,,,,,5832000#5832000,,219,武器,0,,1,1,,,,12,12,1000041,1,1,,,,,
1110102098,龍·盛世战刃,5,,【产出途径】普通怪物掉落、服装店购买,110102098,,3090/3089,110102098,120000,1,25,1,80,,1,0,,0,0,,1,100,50,0,1,0,1,100,1,2,2510,100,,,,726,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,4971,,,,,,,,11,,,,,6,1815,,,4,,,,1,0,,,,,,,9720000#9720000,,220,武器,0,,1,1,,,,12,12,1000021,1,1,,,,,
240702615,庆典幸运儿首日大奖,3,活动奖励,活动奖励,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702616,庆典幸运儿首日小奖,3,活动奖励,活动奖励,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702617,庆典幸运儿第二日大奖,3,活动奖励,活动奖励,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702618,庆典幸运儿第二日小奖,3,活动奖励,活动奖励,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702619,庆典幸运儿第三日大奖,3,活动奖励,活动奖励,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702620,庆典幸运儿第三日小奖,3,活动奖励,活动奖励,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702621,活动奖励,5,消费排行第一名奖励,,169,0,0,169,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702622,活动奖励,4,消费排行第二名奖励,,168,0,0,168,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702623,活动奖励,3,消费排行第三名奖励,,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
241402096,完美神圣石,4,<p><font color='#FF0000'>神圣: +900</font><br>特殊灵石，每个部位只可镶嵌一个特殊灵石<br>可在<p><font color='#53b436'>【角色-灵石】</font>面板镶嵌，提高人物属性<br>通关三界塔可开启更多灵石镶嵌孔,活动奖励,241402093,0,0,241402093,120000,0,0,2,8,0,14,0,0,85,0,0,1,100,0,0,1,1,20,0,0,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,1,,,,,,8,5,1413,,,,0,900,,0,0,,role#3,,,,,,,,灵石,0,,1,1,,,,,,100000018,,,,,,,
240702624,10转装备箱,5,打开获得一件<p><font color='#53b436'>本职业10转装备</font>,活动奖励,169,0,0,169,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,6,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
240702625,8转装备箱,4,打开获得一件<p><font color='#53b436'>本职业8转装备</font>,活动奖励,168,0,0,168,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,6,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
240702626,6转装备箱,3,打开获得一件<p><font color='#53b436'>本职业6转装备</font>,活动奖励,167,0,0,167,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,6,,,,,,,,,,宝箱,0,,1,1,,,,,,999999999,,,,,,,
240702627,1档百服寻宝宝箱,3,,,163,0,0,163,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702628,2档百服寻宝宝箱,3,,,164,0,0,164,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240702629,3档百服寻宝宝箱,3,,,165,0,0,165,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
240703001,宝藏钥匙,5,进入幽灵船船长室必备的道具<br>可在盟重土城<p><font color='#53b436'>幽灵船NPC（坐标107.117）</font>处兑换<p><font color='#53b436'>海量羽毛</font>,幽灵船内部怪物和宝箱掉落,240703001,,,240703001,600000,0,0,2,1,0,2,0,,1,0,0,0,100,0,0,0,1,99,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,钥匙,0,,1,,,,,,,999999999,,,,,,,
240703002,幽灵船钥匙buff,5,进入幽灵船船长室必备的道具,幽灵船内部怪物和宝箱掉落,240703002,,,240703002,600000,0,0,2,1,0,3,8,,1,0,0,0,100,0,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,钥匙,0,,1,1,,,,,,999999999,,,,,,,
240703004,幽灵船通行证,5,进入幽灵船必备的道具<br>幽灵船可在白日门的<p><font color='#53b436'>【幽灵船内奸】</font>进入,幽灵船内部怪物和宝箱掉落,240703001,,,240703001,600000,0,0,2,1,0,3,8,,1,0,0,0,100,0,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,,0,,,0,0,,,,,,,,,,钥匙,0,,1,1,,,,,,999999999,,,,,,,
240702630,1档百服寻宝宝箱展示,3,,,163,0,0,163,120000,0,0,2,1,0,7,0,0,1,0,0,1,100,0,0,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,1,,0,,,0,0,,,,,,,,,,宝箱,0,,1,,,,,,,999999999,,,,,,,
